agency,description,name,price
Coldwell Banker Realty,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,633'}",740 W Azalea Dr Ocotillo East - Santorini Shores,"$1,449,000"
Berkshire Hathaway Homeservices Arizona Properties,"{'Beds': '6', 'Baths': '5', 'Sq.Ft.': '4,078'}",2815 E Carob Dr Whitewing At Krueger Tract I,"$1,430,000"
RE/MAX Solutions,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '4,261'}",4432 E Sagittarius Place Vasaro,"$1,399,000"
Good Oak Real Estate,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,967'}",4556 S Jojoba Way Catalina Shores At Ocotillo,"$1,295,000"
Jason Mitchell Real Estate,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '4,457'}",5941 S Gemstone Dr Citrus Preserve,"$1,275,000"
Hague Partners,"{'Beds': '6', 'Baths': '4', 'Sq.Ft.': '3,844'}",11642 E Flintlock Ct Santan Vista Unit 3 Phase 4 And 5,"$1,250,000"
Exp Realty,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '4,608'}",921 E Canyon Way Mcqueen Lakes,"$1,200,000"
"Venture Rei, Llc","{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,678'}",12032 E Willis Rd  ,"$1,200,000"
Realty One Group,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,153'}",4103 S Pleasant Place Fulton Ranch Parcel 1,"$1,200,000"
Realty One Group,"{'Beds': '6', 'Baths': '5', 'Sq.Ft.': '5,345'}",11624 E Twilight Ct Santan Vista,"$1,200,000"
RE/MAX Casa Grande,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '3,536'}",8640 W Monaco Blvd Arizona City,"$675,000"
My Home Group Real Estate,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '3,995'}",10838 W Reef Circle Arizona City Unit Ten,"$549,900"
RE/MAX Casa Grande,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,028'}",7754 W Alsdorf Rd No- Hoa Horse Property,"$460,000"
Best Homes Real Estate,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '1,935'}",9391 W Madero Dr Amd Arizona City Unit Five,"$420,000"
Realty One Group,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,529'}",10396 W Catalina Dr Arizona City,"$400,000"
Mountain Lake Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,600'}",15200 S Country Club Way Arizona City Unit Seven,"$399,750"
Delex Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '1,988'}",9121 W Debbie Ln Arizona City Unit Seven,"$398,888"
Delex Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '1,988'}",15200 S Diablo Rd Arizona City Unit Nine Amd,"$398,888"
Coldwell Banker Rox Realty,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,209'}",14264 S Baniff Ln Arizona City Unit Three,"$390,000"
Ivory Towers Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft. Lot': '19,747'}",10835 W San Lazaro Dr Arizona City Unit Ten,"$385,000"
"List With Freedom, Inc.","{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,391'}",10781 W Guaymas Dr Arizona City Unit Ten,"$385,000"
Bliss Realty & Investments,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '1,963'}",9201 W Hartigan Ln Arizona City Unit Seven,"$377,000"
RE/MAX Professionals,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '1,417'}",12520 W Pioneer St  ,"$1,300,000"
4 U Realty Plus,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '3,650'}",5809 S 128th Dr Unk,"$940,000"
West Usa Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,046'}",10532 W Flower St Glenarm Farms Unit 4,"$875,000"
Capital West Homes Realty Llc,"{'Beds': '6', 'Baths': '4', 'Sq.Ft.': '4,160'}",4473 S 119th Dr Alamar Phase 2,"$799,000"
Homesmart,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,300'}",10223 W Sheridan St County Island,"$750,000"
"Balboa Realty, Llc","{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,260'}",11035 W Amelia Ave Estates At Garden Lakes,"$724,500"
Exp Realty,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,904'}",11814 W Luxton Ln Alamar Phase 1,"$695,000"
Capital West Homes Realty Llc,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,000'}",12010 W Luxton Ln Alamar Phase 2,"$684,000"
Capital West Homes Realty Llc,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,311'}",11656 W Luxton Ln Alamar Phase 1,"$677,000"
William Lyon Homes,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,456'}",3516 N 103rd Ave Parkside Almeria,"$670,412"
Capital West Homes Realty Llc,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '2,945'}",11944 W Luxton Ln Alamar Phase 2,"$649,000"
"Woodside Homes Sales Az, Llc","{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,719'}",12393 W Trumbull Rd Alamar Phase 4,"$639,890"
Russ Lyon Sotheby's International Realty,"{'Beds': '6', 'Baths': '5', 'Sq.Ft.': '4,063'}",6357 E Maguay Rd Mesquite Ranch,"$2,875,000"
Realty Executives,"{'Beds': '6', 'Baths': '6', 'Sq.Ft.': '5,665'}",40409 N Echo Canyon Dr No Hoa,"$2,800,000"
Realty Executives,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '5,068'}",5498 E Butte Canyon Dr Canyon Ridge Estates,"$2,797,000"
Coldwell Banker Realty,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '5,081'}",35530 N Canyon Crossings Dr Canyon Crossings Lot 1 Replat,"$2,700,000"
Engel & Voelkers Scottsdale,"{'Beds': '5', 'Baths': '7', 'Sq.Ft.': '6,643'}",41825 N Old Stage Rd Cave Creek,"$2,595,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '4,025'}",6035 E Hodges St Lone Mountain,"$2,595,000"
Realty Executives,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '3,517'}",5200 E Cahava Ranch Rd  ,"$2,500,000"
Realty Executives,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '3,517'}",398XX N Old Stage Rd  ,"$2,500,000"
Realty One Group,"{'Beds': '3', 'Baths': '6', 'Sq.Ft.': '6,753'}",3307 N Mountain View Rd S11 T1n R8e,"$3,950,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '4,877'}","40102 N Old Stage Rd 5 Acres, No Hoa","$2,498,000"
"Real Broker Az, Llc","{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,595'}",27618 N 42nd St Pinnacle Vista,"$2,450,000"
RE/MAX Fine Properties,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '4,620'}",36075 N Summit Dr Canyon Ridge Estates,"$2,450,000"
Realty One Group,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,795'}",5580 E El Sendero Dr Enclave At Carefree Lot Split,"$2,400,000"
Bliss Realty & Investments,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '5,209'}",5480 N Thunderrock Circle Metes And Bounds,"$2,500,000"
Momentum Brokers Llc,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '3,800'}",3090 W Tepee St S18 T1n R8e,"$1,850,000"
RE/MAX Alliance Group,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '6,336'}",1314 E Mckellips Blvd No Association,"$1,600,000"
Realty One Group,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,243'}",5458 N Winchester Rd S4 T1n R8e,"$1,350,000"
My Home Group Real Estate,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '3,895'}",5380 E 12th Ave S25 T1n R8e,"$1,249,999"
Barrett Real Estate,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,439'}",5275 N Meridian Rd S6 T1n R8e,"$1,199,000"
RE/MAX Excalibur,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,650'}",522 N Sun Rd Arroyo Vista Estates,"$1,149,134"
RE/MAX Excalibur,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,650'}",530 N Star Ct Arroyo Vista Estates,"$1,126,042"
RE/MAX Excalibur,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '2,550'}",602 N Sun Rd Arroyo Vista Estates,"$1,113,000"
RE/MAX Excalibur,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '2,650'}",588 N Star Ct Arroyo Vista Estates,"$1,092,926"
RE/MAX Excalibur,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,450'}",642 N Sun Rd Arroyo Vista Estates,"$995,000"
Homesmart,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,144'}",4726 E White Aster St Desert Breeze Lot 1-188 Tr A & Drainageway,"$630,000"
West Usa Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,516'}",3807 E Amberwood Dr Lakewood,"$1,300,000"
West Usa Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,322'}",14623 S 4th Dr Foothills Club West Parcel 15C,"$1,050,000"
Az Lane Realty,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '1,071'}",3236 E Chandler Blvd #2080 Mountain Canyon Condominium,"$309,900"
West Usa Realty,"{'Beds': '2', 'Baths': '3', 'Sq.Ft.': '1,558'}",1144 E Hiddenview Dr Miralago At The Foothills,"$499,975"
"Brokers Hub Realty, Llc","{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,678'}",2227 E Granite View Dr Desert Bluffs At Mountain Park Ranch,"$799,900"
Homesmart,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,050'}",15643 S 6th Ave Foothills Club West Parcel 13B Lot 1-41 Tr A-E,"$585,000"
Hague Partners,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,596'}",4727 E Euclid Ave Pointe South Mountain Unit 2,"$500,000"
Gk Realty Group,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,640'}",15550 S 5th Ave #108 Vantage,"$509,000"
RE/MAX Fine Properties,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '3,385'}",16018 S 7th Dr Parcel 19B At Foothills Club West Lot 1-120 Tr A-G,"$799,900"
"Isham Real Estate Group, Llc","{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,817'}",4528 E Thistle Landing Dr Monarch Lot 1-215 Tr A-D,"$515,000"
C5 Realty & Property Mgmt,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,434'}",3534 E Windmere Dr Lakewood Country Estates,"$455,000"
West Usa Realty,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,748'}",19709 W Clarendon Ave Pasqualetti Mountain Ranch Phase 1 Amd,"$1,250,000"
Capital West Homes Realty Llc,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,003'}",4910 N Regent St Verrado Highlands District Phase 2,"$1,250,000"
West Usa Realty,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '3,324'}",3219 S 196th Dr Custom Home,"$1,199,999"
My Home Group Real Estate,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '3,443'}",41237 N Whistling Strait Ct Anthem Country Club,"$1,475,000"
Homesmart,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '3,381'}",25935 W Jason Dr Sun City Festival Planning Area 2 Parcel D2,"$1,159,000"
David Weekley Homes,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '3,336'}",20714 W Rattler Rd Verrado Victory District Phase 7A,"$1,124,393"
West Usa Realty,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '2,870'}",20753 W Pasadena Ave Verrado Victory District Phase 1,"$1,065,000"
Homesmart,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,719'}",4934 N 210th Ave Verrado Victory District Phase 1,"$1,025,000"
David Weekley Homes,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '2,753'}",20717 W Rattler Rd Verrado Victory District Phase 7A,"$1,024,674"
RE/MAX Fine Properties,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '3,437'}",2546 W Shinnecock Way Anthem Country Club,"$1,425,000"
Realty One Group,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,737'}",42321 N Harbour Town Ct Anthem Country Club Unit 16 Long Cove,"$1,295,000"
Realty One Group,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '4,304'}",41253 N Whistling Strait Ct Anthem Country Club,"$1,198,500"
Realty One Group,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,737'}",3102 W Summit Walk Ct Anthem Country Club,"$1,195,000"
RE/MAX Professionals,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '2,794'}",42120 N Long Cove Way Anthem Country Club,"$1,179,000"
RE/MAX Fine Properties,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '2,981'}",1961 W Wayne Ln Anthem Golf & Country Club,"$1,149,000"
David Weekley Homes,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '2,965'}",20739 W Rattler Rd Verrado Victory District Phase 7A,"$1,024,481"
Keller Williams Realty Elite,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '3,576'}",20862 W Western Dr Verrado,"$995,000"
West Usa Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,329'}",19744 W Miami St Buckeye,"$995,000"
West Usa Realty,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '4,025'}",21242 W Glen St Verrado Phase 3 North Unit 3 Parcel 5.504,"$995,000"
RE/MAX Fine Properties,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,792'}",2218 W Keller Ct Anthem,"$1,125,000"
My Home Group Real Estate,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,246'}",2339 W Hazelhurst Dr Anthem Country Club Unit 12 Rolling Green Amd,"$1,100,000"
Realty Executives,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '2,981'}",41509 N Anthem Ridge Dr Anthem Country Club,"$1,025,000"
Realty Executives,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,304'}",40912 N Club Pointe Dr Anthem Country Club,"$1,000,000"
Homesmart,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,986'}",42038 N Moss Springs Rd Anthem Country Club Unit 2 Cypress Point Amd,"$999,999"
"William Ryan Realty, Inc","{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '2,942'}",12761 W Parkway Ln Alamar Phase 4,"$629,711"
Keller Williams Realty Professional Partners,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,962'}",12408 W Encanto Blvd Alta Mira At Rancho Santa Fe,"$623,900"
My Home Group Real Estate,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,192'}",11014 W Alvarado Rd Crystal Gardens Parcel 4,"$615,000"
Richmond American Homes,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '2,838'}",11003 W Buchanan St Vista Del Verde Phase 2 Replat,"$604,995"
Richmond American Homes,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '2,840'}",11015 W Buchanan St Vista Del Verde Phase 2 Replat,"$594,995"
William Lyon Homes,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,587'}",10257 W Columbus Ave Parkside Almeria,"$594,706"
Keller Williams Arizona Realty,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '3,540'}",11627 W Marguerite Ave Alamar Phase 1,"$589,990"
William Lyon Homes,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,567'}",3512 N 103rd Ave Parkside Almeria,"$589,125"
Capital West Homes Realty Llc,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,311'}",12014 W Luxton Ln Alamar Phase 2,"$589,000"
William Lyon Homes,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,379'}",10258 W Columbus Ave Parkside Almeria,"$576,049"
Dream Home Realty Llc,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,657'}",11011 W Alvarado Rd Crystal Gardens Parcel 4,"$575,000"
Richmond American Homes,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,390'}",11007 W Buchanan St Vista Del Verde Phase 2 Replat,"$569,995"
"Juniper Realty, Llc","{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,065'}",51 Temby Ave Old Bisbee,"$295,000"
"Bisbee Realty, Inc.","{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '787'}",19F Laundry Hill Rd Old Bisbee,"$285,000"
"Tierra Antigua Realty, Llc","{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,723'}",5520 W Desert Mountain Trl  ,"$385,000"
"Tierra Antigua Realty, Llc","{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '809'}",20 Sowels Ave Bisbee,"$329,000"
Long Realty Company,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '1,000'}",114 Mcneish Ave Warren,"$225,000"
Eliza Adams Real Estate,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '1,944'}",860 N Highland Trl Cochise County,"$850,000"
Keller Williams Southern Az,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '971'}",612 Hoatson Ave Warren,"$279,900"
"Bisbee Realty, Inc.","{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '1,243'}",307 Hovland St Warren,"$296,000"
Arizado Realty,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '909'}",42 E Arizona State Highway 80 -- Douglas Road Addn Lot 27,"$87,599"
"Tierra Antigua Realty, Llc","{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,738'}",523 Ruppe Ave Warren,"$290,000"
Pepper Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,225'}",506 Tombstone Canyon Old Bisbee,"$399,000"
Pepper Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,065'}",600 Tombstone Canyon #C Old Bisbee,"$674,000"
Delex Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,065'}",9897 N Burris Rd Desert Vista Unit No 5,"$695,000"
North&co.,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,600'}",2053 N Discovery Ln Casa Grande Lakes Unit II,"$650,000"
Gentry Real Estate,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,025'}",6003 N Paint Ln No Hoa,"$649,999"
"America's All In One Real Estate Services, Inc.","{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,639'}",13472 W Selma Hwy Arizola Townsite,"$640,000"
Realty Executives Arizona Territory,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,382'}",279 S Lyman Ct S25 T6s R7e,"$640,000"
My Home Group Real Estate,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,193'}",10476 W Appaloosa Trl Mountain Vista Ranch,"$630,000"
Long Realty Partners,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,467'}",1259 E Mission Grande Ave Rancho De Sueno Subdivision,"$607,007"
Homesmart,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '2,793'}",445 S David Circle S25 T6s R7e,"$559,000"
Exp Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,441'}",10180 W Rosemead Dr Woodruff Heights Estates,"$550,000"
My Home Group Real Estate,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '3,554'}",3199 N Desert Horizons Ln Villago Parcel 10,"$519,000"
"Zion Realty, Llc","{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,357'}",244 E Caribbean Dr Villago Parcel 14,"$499,900"
"Unique Homes Realty, Inc","{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,321'}",1265 E Judi St Cottonwood Ranch Parcel G,"$494,000"
West Usa Realty,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,737'}",3034 W Summit Walk Ct Anthem Country Club Unit 1 Wingate Range 4Th Amd,"$999,999"
Realty Executives,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '2,980'}",1324 W Wayne Ct Anthem Unit 36,"$999,000"
Realty Executives,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '2,981'}",1919 W Eastman Ct Anthem Country Club,"$969,000"
RE/MAX Professionals,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '3,705'}",3046 W Summit Walk Ct Anthem,"$960,000"
Realty Executives,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,304'}",40040 N Lytham Way Anthem Country Club,"$950,000"
R.O.I. Properties,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '4,408'}",44017 N 50th Ave Anthem Parkside Arroyo Grande,"$940,000"
Collective Real Estate,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,786'}",1842 W Webster Ct Anthem Country Club,"$920,000"
Hague Partners,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,089'}",40844 N Union Trl Anthem Unit 4,"$915,000"
Realty Executives,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '2,730'}",41704 N Rolling Green Way Anthem Country Club,"$815,000"
The A.R.E. Group,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '2,982'}",41413 N Laurel Valley Way Anthem Country Club Unit 14 Laurel Valley,"$799,000"
RE/MAX Professionals,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,191'}",42240 N Stonemark Dr Anthem Country Club Unit 2 Cypress Point Amd,"$799,000"
Best Homes Real Estate,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '2,542'}",3138 W Ravina Ln Anthem Country Club Unit 2 Cypress Point Amd,"$779,900"
Russ Lyon Sotheby's International Realty,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '4,555'}",7021 E Stagecoach Pass Rd Carefree 3A Amd,"$2,850,000"
Launch Powered By Compass,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '3,898'}",7686 E Stagecoach Pass Rd Carefree Arizona,"$2,795,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,369'}",6029 E Los Reales -- Los Reales,"$2,500,000"
Embarc Realty,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '4,478'}",7868 E Stagecoach Pass Carefree Arizona,"$2,450,000"
Century 21 Northwest,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,124'}",7401 E Aribiome Ct Aribiome,"$2,425,000"
Century 21 Northwest,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,124'}",7404 E Aribiome Ct Aribiome,"$2,385,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '6', 'Baths': '5', 'Sq.Ft.': '6,546'}",6831 E Stagecoach Pass -- Carefree Plat 3B,"$2,300,000"
Realty Executives,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,593'}",37200 N Granite Creek Ln Reserve At Tranquil Trail Unit 1,"$2,250,000"
My Home Group Real Estate,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '6,043'}",7719 E Slumber St Carefree Too,"$2,099,000"
Realty One Group,"{'Beds': '4', 'Baths': '6', 'Sq.Ft.': '4,019'}",36811 N Wildflower Rd Carefree Rolling Hills 2,"$1,975,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '3,347'}",8649 E Short Putt Place Carefree Fore More,"$1,895,000"
RE/MAX Fine Properties,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '3,632'}",7439 E Ridgeline Rd Crossings At Carefree,"$1,770,000"
"Haymore Real Estate, Llc","{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,906'}",1345 N Wild Canyon Run San Pedro Ranches,"$475,000"
Exp Realty,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '620'}",238 E Pearl St  ,"$110,000"
Long Realty Company,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,619'}",379 S Juniper St Benson,"$265,000"
Century Communities Of Az,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,815'}",1409 W Sheep Wash Way Canyons At Whetstone Ranch,"$271,990"
"Real Broker Az, Llc","{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '1,468'}",3939 E Cassia Way #1003 Terraces At Mtn Park Ranch,"$415,000"
Century Communities Of Az,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,815'}",1413 W Sheep Wash Way Canyons At Whetstone Ranch,"$269,990"
Long Realty-Benson,"{'Beds': '3', 'Baths': '3 F 2 1/2', 'Sq.Ft.': '3,851'}",5363 N Cascabel Rd Unsubdivided,"$749,000"
Long Realty-Benson,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,248'}",202 N Thistle Ln Mescal Lakes,"$199,500"
Tierra Antigua Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '3,471'}",16500 S Shoshone Trl  ,"$470,000"
"Haymore Real Estate, Llc","{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,284'}",1346 N Wild Canyon Run San Pedro Ranches,"$399,900"
"Opendoor Brokerage, Llc","{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '1,930'}",1653 W Satinwood Dr Foothills Club West Parcels 20 And 25 Amd,"$541,000"
Keller Williams Realty Sonoran Living,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '3,266'}",1545 E Briarwood Terrace Shadow Rock At The Foothills,"$975,000"
Good Oak Real Estate,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,711'}",2919 E South Fork Dr Echo Canyon,"$650,000"
Barrett Real Estate,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,027'}",12807 S 40th Place Ahwatukee Rs-9,"$575,000"
Kin Homes,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '1,969'}",731 E Silver Fox Way Palma Brisa,"$869,000"
Shawn Bellamak Realty,"{'Beds': '1', 'Baths': '1', 'Sq.Ft.': '693'}",3830 E Lakewood Parkway E #1135 Portofino Condominium,"$250,000"
Dipeso Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,458'}",363 W Via Javelina  ,"$589,000"
Long Realty Company,"{'Beds': '1', 'Baths': '1', 'Sq.Ft.': '566'}",1915 W Casa Del Rio Dr  ,"$189,000"
Realty Executives Arizona Territory,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,000'}",345 N Calle Tortuga  ,"$499,900"
Realty One Group,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,468'}",4759 E White Aster St Desert Breeze Lot 1-188 Tr A & Drainageway,"$475,000"
Connect Realty.Com Inc.,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,005'}",4454 E Coconino St Ahwatukee Fs2 Replat,"$479,900"
Homesmart Premier,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,107'}",15441 S 44th Place Graysill Lot 1-135 Tr A-G,"$620,000"
Penfield Properties,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,677'}",9401 S 51st St Pointe South Mountain Unit 8,"$650,000"
Limitless Real Estate,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,111'}",1012 E Mountain Sage Dr Camelot Ridge 2,"$799,000"
